Verified,Image,Recipe,Required Materials,Recipe Source,Customizable,Category,Sell Price
0,https://dodo.ac/np/images/thumb/3/32/Simple_Well_NH_Icon.png/30px-Simple_Well_NH_Icon.png, Simple Well,15xStone|1xFlimsy Shovel, Nook Miles Exchange,No,Housewares,2850
0,https://dodo.ac/np/images/thumb/0/01/Outdoor_Bath_NH_Icon.png/30px-Outdoor_Bath_NH_Icon.png, Outdoor Bath,20xStone|1xShovel, Nook Miles Exchange,Yes,Housewares,4350
0,https://dodo.ac/np/images/thumb/b/b7/Wave_Breaker_NH_Icon.png/30px-Wave_Breaker_NH_Icon.png, Wave Breaker,10xStone|10xClay, Nook Miles Exchange,No,Housewares,3500
0,https://dodo.ac/np/images/thumb/b/bf/Western-Style_Stone_NH_Icon.png/30px-Western-Style_Stone_NH_Icon.png, Western-Style Stone,30xStone, Normal villager,Yes,Housewares,4500
0,https://dodo.ac/np/images/thumb/9/93/Stone_Lion-Dog_NH_Icon.png/30px-Stone_Lion-Dog_NH_Icon.png, Stone Lion-Dog,24xStone, Smug villager,Yes,Housewares,3600
0,https://dodo.ac/np/images/thumb/5/5d/Stone_Tablet_NH_Icon.png/30px-Stone_Tablet_NH_Icon.png, Stone Tablet,12xStone, Nook Miles Exchange,Yes,Housewares,1800
0,https://dodo.ac/np/images/thumb/5/54/Tall_Lantern_NH_Icon.png/30px-Tall_Lantern_NH_Icon.png, Tall Lantern,18xStone, Smug villager,Yes,Housewares,2700
0,https://dodo.ac/np/images/thumb/1/1f/Pond_Stone_NH_Icon.png/30px-Pond_Stone_NH_Icon.png, Pond Stone,10xStone, Snooty villager,Yes,Housewares,1500
0,https://dodo.ac/np/images/thumb/d/d2/Garden_Bench_NH_Icon.png/30px-Garden_Bench_NH_Icon.png, Garden Bench,12xWood|4xIron Nugget, Snooty villager,Yes,Housewares,4440
0,https://dodo.ac/np/images/thumb/e/e9/Sauna_Heater_NH_Icon.png/30px-Sauna_Heater_NH_Icon.png, Sauna Heater,6xStone|3xIron Nugget|3xWood, Lazy villager,No,Housewares,3510
0,https://dodo.ac/np/images/thumb/0/04/Standard_Umbrella_Stand_NH_Icon.png/30px-Standard_Umbrella_Stand_NH_Icon.png, Standard Umbrella Stand,3xIron Nugget, Cranky villager,Yes,Housewares,2250
0,https://dodo.ac/np/images/thumb/3/3a/Iron_Closet_NH_Icon.png/30px-Iron_Closet_NH_Icon.png, Iron Closet,12xIron Nugget, Sisterly villager,Yes,Housewares,9000
0,https://dodo.ac/np/images/thumb/7/7e/Iron_Frame_NH_Icon.png/30px-Iron_Frame_NH_Icon.png, Iron Frame,20xIron Nugget, Jock villager,Yes,Housewares,15000
0,https://dodo.ac/np/images/thumb/5/5a/Iron_Garden_Bench_NH_Icon.png/30px-Iron_Garden_Bench_NH_Icon.png, Iron Garden Bench,8xIron Nugget, Sisterly villager,Yes,Housewares,6000
0,https://dodo.ac/np/images/thumb/3/31/Iron_Garden_Chair_NH_Icon.png/30px-Iron_Garden_Chair_NH_Icon.png, Iron Garden Chair,3xIron Nugget, Tom Nook (villager home development)| Sisterly villager,Yes,Housewares,2250
0,https://dodo.ac/np/images/thumb/b/b6/Iron_Garden_Table_NH_Icon.png/30px-Iron_Garden_Table_NH_Icon.png, Iron Garden Table,5xIron Nugget, Tom Nook (villager home development)| Sisterly villager,Yes,Housewares,3750×
0,https://dodo.ac/np/images/thumb/b/b9/Iron_Hanger_Stand_NH_Icon.png/30px-Iron_Hanger_Stand_NH_Icon.png, Iron Hanger Stand,3xIron Nugget, Cranky villager,Yes,Housewares,2250
0,https://dodo.ac/np/images/thumb/9/92/Iron_Shelf_NH_Icon.png/30px-Iron_Shelf_NH_Icon.png, Iron Shelf,14xIron Nugget, Sisterly villager,Yes,Housewares,10500
0,https://dodo.ac/np/images/thumb/f/fd/Iron_Worktable_NH_Icon.png/30px-Iron_Worktable_NH_Icon.png, Iron Worktable,10xIron Nugget, Sisterly villager,Yes,Housewares,7500
0,https://dodo.ac/np/images/thumb/8/82/Gong_NH_Icon.png/30px-Gong_NH_Icon.png, Gong,6xIron Nugget|5xWood, Cranky villager,Yes,Housewares,5100
0,https://dodo.ac/np/images/thumb/e/ef/Water_Pump_NH_Icon.png/30px-Water_Pump_NH_Icon.png, Water Pump,2xIron Nugget|6xClay, Tom Nook (villager home development)| Lazy villager,Yes,Housewares,2700
0,https://dodo.ac/np/images/thumb/4/43/Jail_Bars_NH_Icon.png/30px-Jail_Bars_NH_Icon.png, Jail Bars,5xIron Nugget, Cranky villager,Yes,Housewares,3750
0,https://dodo.ac/np/images/thumb/c/ce/Barbell_NH_Icon.png/30px-Barbell_NH_Icon.png, Barbell,10xIron Nugget, Jock villager,Yes,Housewares,7500
0,https://dodo.ac/np/images/thumb/8/8e/Manhole_Cover_NH_Icon.png/30px-Manhole_Cover_NH_Icon.png, Manhole Cover,3xIron Nugget, Nook Miles Exchange,Yes,Housewares,2250
0,https://dodo.ac/np/images/thumb/1/17/Ironwood_Bed_NH_Icon.png/30px-Ironwood_Bed_NH_Icon.png, Ironwood Bed,20xWood|10xIron Nugget, Smug villager,Yes,Housewares,9900
0,https://dodo.ac/np/images/thumb/9/97/Ironwood_Cart_NH_Icon.png/30px-Ironwood_Cart_NH_Icon.png, Ironwood Cart,6xWood|4xIron Nugget, Smug villager,Yes,Housewares,3720
0,https://dodo.ac/np/images/thumb/6/66/Ironwood_Chair_NH_Icon.png/30px-Ironwood_Chair_NH_Icon.png, Ironwood Chair,3xWood|2xIron Nugget, Smug villager,Yes,Housewares,1860
0,https://dodo.ac/np/images/thumb/f/f3/Ironwood_Table_NH_Icon.png/30px-Ironwood_Table_NH_Icon.png, Ironwood Table,12xWood|6xIron Nugget, Cranky villager| Message Bottle,Yes,Housewares,5940
0,https://dodo.ac/np/images/thumb/5/56/Ironwood_Low_Table_NH_Icon.png/30px-Ironwood_Low_Table_NH_Icon.png, Ironwood Low Table,6xWood|4xIron Nugget, Snooty villager,Yes,Housewares,3720
0,https://dodo.ac/np/images/thumb/7/77/Ironwood_Dresser_NH_Icon.png/30px-Ironwood_Dresser_NH_Icon.png, Ironwood Dresser,7xWood|4xIron Nugget, Snooty villager,Yes,Housewares,3840
0,https://dodo.ac/np/images/thumb/e/e9/Ironwood_Kitchenette_NH_Icon.png/30px-Ironwood_Kitchenette_NH_Icon.png, Ironwood Kitchenette,4xWood|3xIron Nugget|1xIronwood Dresser|1xCutting Board,Wildest Dreams DIY Pack (Nook's Cranny),Yes,Housewares,7560
0,https://dodo.ac/np/images/thumb/5/5c/Ironwood_Cupboard_NH_Icon.png/30px-Ironwood_Cupboard_NH_Icon.png, Ironwood Cupboard,12xWood|6xIron Nugget|1xIronwood Dresser, Snooty villager,Yes,Housewares,9780
0,https://dodo.ac/np/images/thumb/5/5a/Ironwood_Diy_Workbench_NH_Icon.png/30px-Ironwood_Diy_Workbench_NH_Icon.png, Ironwood DIY Workbench,12xWood|6xIron Nugget, Cranky villager,Yes,Housewares,8520
0,https://dodo.ac/np/images/thumb/1/1d/Golden_Casket_NH_Icon.png/30px-Golden_Casket_NH_Icon.png, Golden Casket,8xGold Nugget, Smug villager,No,Housewares,80000
0,https://dodo.ac/np/images/thumb/d/d8/Golden_Seat_NH_Icon.png/30px-Golden_Seat_NH_Icon.png, Golden Seat,5xGold Nugget, Snooty villager,No,Housewares,50000
0,https://dodo.ac/np/images/thumb/c/ca/Golden_Toilet_NH_Icon.png/30px-Golden_Toilet_NH_Icon.png, Golden Toilet,6xGold Nugget, Snooty villager,No,Housewares,50000
0,https://dodo.ac/np/images/thumb/0/0e/Hay_Bed_NH_Icon.png/30px-Hay_Bed_NH_Icon.png, Hay Bed,20xClump of Weeds,DIY for Beginners Pack (Nook's Cranny),Yes,Housewares,400
0,https://dodo.ac/np/images/thumb/2/2a/Cosmos_Shower_NH_Icon.png/30px-Cosmos_Shower_NH_Icon.png, Cosmos Shower,5xPink Cosmos|3xIron Nugget, Celeste,Yes,Housewares,3050
0,https://dodo.ac/np/images/thumb/c/c8/Apple_Chair_NH_Icon.png/30px-Apple_Chair_NH_Icon.png, Apple Chair,10xApple|4xWood, Tom Nook (villager home development)| Sisterly villager,Yes,Housewares,2480
0,https://dodo.ac/np/images/thumb/4/40/Juicy-Apple_TV_NH_Icon.png/30px-Juicy-Apple_TV_NH_Icon.png, Juicy-Apple TV,10xApple|2xIron Nugget, Tom Nook (villager home development)| Sisterly villager,Yes,Housewares,3500
0,https://dodo.ac/np/images/thumb/0/0f/Orange_End_Table_NH_Icon.png/30px-Orange_End_Table_NH_Icon.png, Orange End Table,10xOrange|4xWood, Lazy villager,Yes,Housewares,2480
0,https://dodo.ac/np/images/thumb/2/2a/Peach_Chair_NH_Icon.png/30px-Peach_Chair_NH_Icon.png, Peach Chair,10xPeach|5xWood, Normal villager,Yes,Housewares,2600
0,https://dodo.ac/np/images/thumb/8/87/Pear_Wardrobe_NH_Icon.png/30px-Pear_Wardrobe_NH_Icon.png, Pear Wardrobe,10xPear|5xWood, Jock villager,Yes,Housewares,2600
0,https://dodo.ac/np/images/thumb/0/0c/Pear_Bed_NH_Icon.png/30px-Pear_Bed_NH_Icon.png, Pear Bed,10xPear|6xSoftwood, Jock villager,Yes,Housewares,2720
0,https://dodo.ac/np/images/thumb/2/2c/Scattered_Papers_NH_Icon.png/30px-Scattered_Papers_NH_Icon.png, Scattered Papers,1xDocument Stack, Smug villager,Yes,Housewares,400
0,https://dodo.ac/np/images/thumb/c/cd/Cardboard_Chair_NH_Icon.png/30px-Cardboard_Chair_NH_Icon.png, Cardboard Chair,1xCardboard Box, Lazy villager,Yes,Housewares,60
0,https://dodo.ac/np/images/thumb/3/3b/Cardboard_Sofa_NH_Icon.png/30px-Cardboard_Sofa_NH_Icon.png, Cardboard Sofa,2xCardboard Box, Peppy villager,Yes,Housewares,120
0,https://dodo.ac/np/images/thumb/3/31/Cardboard_Table_NH_Icon.png/30px-Cardboard_Table_NH_Icon.png, Cardboard Table,4xCardboard Box, Peppy villager,Yes,Housewares,240
0,https://dodo.ac/np/images/thumb/d/d7/Cardboard_Bed_NH_Icon.png/30px-Cardboard_Bed_NH_Icon.png, Cardboard Bed,4xCardboard Box, Lazy villager,Yes,Housewares,240
0,https://dodo.ac/np/images/thumb/b/be/Small_Cardboard_Boxes_NH_Icon.png/30px-Small_Cardboard_Boxes_NH_Icon.png, Small Cardboard Boxes,2xCardboard Box, Peppy villager,No,Housewares,120
0,https://dodo.ac/np/images/thumb/e/e3/Medium_Cardboard_Boxes_NH_Icon.png/30px-Medium_Cardboard_Boxes_NH_Icon.png, Medium Cardboard Boxes,4xCardboard Box, Lazy villager,No,Housewares,240
0,https://dodo.ac/np/images/thumb/e/e0/Large_Cardboard_Boxes_NH_Icon.png/30px-Large_Cardboard_Boxes_NH_Icon.png, Large Cardboard Boxes,5xCardboard Box, Lazy villager,No,Housewares,300
0,https://dodo.ac/np/images/thumb/e/ed/Kettle_Bathtub_NH_Icon.png/30px-Kettle_Bathtub_NH_Icon.png, Kettle Bathtub,8xIron Nugget|2xWood|1xCampfire, Cranky villager,No,Housewares,6270
0,https://dodo.ac/np/images/thumb/9/9d/Pile_Of_Zen_Cushions_NH_Icon.png/30px-Pile_Of_Zen_Cushions_NH_Icon.png, Pile of Zen Cushions,3xZen Cushion, Cranky villager,Yes,Housewares,750
0,https://dodo.ac/np/images/thumb/b/b5/Zen-Style_Stone_NH_Icon.png/30px-Zen-Style_Stone_NH_Icon.png, Zen-Style Stone,30xStone, Lazy villager,Yes,Housewares,4500
0,https://dodo.ac/np/images/thumb/2/28/Giant_Teddy_Bear_NH_Icon.png/30px-Giant_Teddy_Bear_NH_Icon.png, Giant Teddy Bear,1xPapa Bear|1xMama Bear|1xBaby Bear, Peppy villager,Yes,Housewares,6300
0,https://dodo.ac/np/images/thumb/8/83/Moon_NH_Icon.png/30px-Moon_NH_Icon.png, Moon,15xStar Fragment|1xLarge Star Fragment, Celeste,No,Housewares,12500
0,https://dodo.ac/np/images/thumb/c/ce/Asteroid_NH_Icon.png/30px-Asteroid_NH_Icon.png, Asteroid,5xStar Fragment|10xStone, Celeste,No,Housewares,4000
0,https://dodo.ac/np/images/thumb/8/89/Astronaut_Suit_NH_Icon.png/30px-Astronaut_Suit_NH_Icon.png, Astronaut Suit,5xStar Fragment|5xIron Nugget, Celeste,No,Housewares,6250
0,https://dodo.ac/np/images/thumb/3/3c/Lunar_Rover_NH_Icon.png/30px-Lunar_Rover_NH_Icon.png, Lunar Rover,10xStar Fragment|10xIron Nugget|4xOld Tire, Celeste,No,Housewares,12580
0,https://dodo.ac/np/images/thumb/e/e1/Crewed_Spaceship_NH_Icon.png/30px-Crewed_Spaceship_NH_Icon.png, Crewed Spaceship,10xStar Fragment|20xIron Nugget, Celeste,No,Housewares,20000
0,https://dodo.ac/np/images/thumb/a/ac/Lunar_Lander_NH_Icon.png/30px-Lunar_Lander_NH_Icon.png, Lunar Lander,10xStar Fragment|15xIron Nugget, Celeste,No,Housewares,16250
0,https://dodo.ac/np/images/thumb/1/11/Crescent-Moon_Chair_NH_Icon.png/30px-Crescent-Moon_Chair_NH_Icon.png, Crescent-Moon Chair,7xStar Fragment|1xLarge Star Fragment, Celeste,Yes,Housewares,8500
0,https://dodo.ac/np/images/thumb/3/31/Flying_Saucer_NH_Icon.png/30px-Flying_Saucer_NH_Icon.png, Flying Saucer,15xStar Fragment|10xIron Nugget, Celeste,No,Housewares,15000
0,https://dodo.ac/np/images/thumb/0/0c/Rocket_NH_Icon.png/30px-Rocket_NH_Icon.png, Rocket,10xStar Fragment|20xIron Nugget, Celeste,No,Housewares,20000
0,https://dodo.ac/np/images/thumb/8/8e/Satellite_NH_Icon.png/30px-Satellite_NH_Icon.png, Satellite,10xStar Fragment|15xIron Nugget, Celeste,No,Housewares,16250
0,https://dodo.ac/np/images/thumb/9/9b/Space_Shuttle_NH_Icon.png/30px-Space_Shuttle_NH_Icon.png, Space Shuttle,5xStar Fragment|10xIron Nugget, Celeste,No,Housewares,10000
0,https://dodo.ac/np/images/thumb/4/46/Robot_Hero_NH_Icon.png/30px-Robot_Hero_NH_Icon.png, Robot Hero,1xRocket||30xRusted Part|90xIron Nugget|10xGold Nugget, Nook Miles Exchange,Yes,Housewares,250000
0,https://dodo.ac/np/images/thumb/d/dd/Raccoon_Figurine_NH_Icon.png/30px-Raccoon_Figurine_NH_Icon.png, Raccoon Figurine,6xClay, Cranky villager,No,Housewares,1200
0,https://dodo.ac/np/images/thumb/3/38/Aries_Rocking_Chair_NH_Icon.png/30px-Aries_Rocking_Chair_NH_Icon.png, Aries Rocking Chair,3xStar Fragment|2xAries Fragment|1xGold Nugget|5xStone, Celeste,No,Housewares,12125
0,https://dodo.ac/np/images/thumb/6/68/Aquarius_Urn_NH_Icon.png/30px-Aquarius_Urn_NH_Icon.png, Aquarius Urn,3xStar Fragment|2xAquarius Fragment|2xGold Nugget|5xStone, Celeste,No,Housewares,22125
0,https://dodo.ac/np/images/thumb/9/97/Cancer_Table_NH_Icon.png/30px-Cancer_Table_NH_Icon.png, Cancer Table,3xStar Fragment|2xCancer Fragment|2xGold Nugget|3xStone, Celeste,No,Housewares,21975
0,https://dodo.ac/np/images/thumb/6/61/Capricorn_Ornament_NH_Icon.png/30px-Capricorn_Ornament_NH_Icon.png, Capricorn Ornament,3xStar Fragment|2xCapricorn Fragment|2xGold Nugget|12xStone, Celeste,No,Housewares,22650
0,https://dodo.ac/np/images/thumb/f/f0/Gemini_Closet_NH_Icon.png/30px-Gemini_Closet_NH_Icon.png, Gemini Closet,3xStar Fragment|Gemini Fragment|2xGold Nugget|6xStone, Celeste,No,Housewares,22200
0,https://dodo.ac/np/images/thumb/7/7b/Pisces_Lamp_NH_Icon.png/30px-Pisces_Lamp_NH_Icon.png, Pisces Lamp,3xStar Fragment|2xPisces Fragment|2xGold Nugget|4xStone, Celeste,No,Housewares,22050
0,https://dodo.ac/np/images/thumb/7/74/Taurus_Bathtub_NH_Icon.png/30px-Taurus_Bathtub_NH_Icon.png, Taurus Bathtub,3xStar Fragment|Taurus Fragment|1xGold Nugget|8xStone, Celeste,No,Housewares,12350
0,https://dodo.ac/np/images/thumb/7/77/Virgo_Harp_NH_Icon.png/30px-Virgo_Harp_NH_Icon.png, Virgo Harp,3xStar Fragment|2xVirgo Fragment|2xGold Nugget|4xStone, Celeste,No,Housewares,22050
0,https://dodo.ac/np/images/thumb/1/12/Beekeeper%27s_Hive_NH_Icon.png/30px-Beekeeper%27s_Hive_NH_Icon.png, Beekeeper's Hive,3xWasp Nest|5xWood, Jock villager,Yes,Housewares,2400
0,https://dodo.ac/np/images/thumb/3/31/Hearth_NH_Icon.png/30px-Hearth_NH_Icon.png, Hearth,2xBamboo Piece|5xIron Nugget|4xClay|5xHardwood,Wildest Dreams DIY Pack (Nook's Cranny),No,Housewares,5470
0,https://dodo.ac/np/images/thumb/7/79/Deer_Scare_NH_Icon.png/30px-Deer_Scare_NH_Icon.png, Deer Scare,3xBamboo Piece|8xStone|3xClump of Weeds, Cranky villager,Yes,Housewares,1740
0,https://dodo.ac/np/images/thumb/5/5f/Bamboo_Stopblock_NH_Icon.png/30px-Bamboo_Stopblock_NH_Icon.png, Bamboo Stopblock,3xBamboo Piece, Jock villager,Yes,Housewares,480
0,https://dodo.ac/np/images/thumb/d/d8/Bamboo_Doll_NH_Icon.png/30px-Bamboo_Doll_NH_Icon.png, Bamboo Doll,6xYoung Spring Bamboo, Balloons (Spring),No,Housewares,2400×
0,https://dodo.ac/np/images/thumb/b/ba/Bamboo_Basket_NH_Icon.png/30px-Bamboo_Basket_NH_Icon.png, Bamboo Basket,7xBamboo Piece, Snooty villager,Yes,Housewares,1120
0,https://dodo.ac/np/images/thumb/1/13/Bamboo_Bench_NH_Icon.png/30px-Bamboo_Bench_NH_Icon.png, Bamboo Bench,8xBamboo Piece, Normal villager,Yes,Housewares,1280
0,https://dodo.ac/np/images/thumb/5/5f/Bamboo_Floor_Lamp_NH_Icon.png/30px-Bamboo_Floor_Lamp_NH_Icon.png, Bamboo Floor Lamp,8xBamboo Piece, Normal villager,Yes,Housewares,1280
0,https://dodo.ac/np/images/thumb/3/3c/Green-Leaf_Pile_NH_Icon.png/30px-Green-Leaf_Pile_NH_Icon.png, Green-Leaf Pile,1xYoung Spring Bamboo|10xClump of Weeds, Balloons (Spring),No,Housewares,600
0,https://dodo.ac/np/images/thumb/4/41/Bamboo_Noodle_Slide_NH_Icon.png/30px-Bamboo_Noodle_Slide_NH_Icon.png, Bamboo Noodle Slide,7xYoung Spring Bamboo|3xWood, Balloons (Spring)| Isabelle,No,Housewares,3160
0,https://dodo.ac/np/images/thumb/e/eb/Bamboo_Partition_NH_Icon.png/30px-Bamboo_Partition_NH_Icon.png, Bamboo Partition,7xBamboo Piece|6xStone, Cranky villager,Yes,Housewares,2020
0,https://dodo.ac/np/images/thumb/d/d2/Bamboo_Shelf_NH_Icon.png/30px-Bamboo_Shelf_NH_Icon.png, Bamboo Shelf,15xBamboo Piece, Snooty villager,Yes,Housewares,2400
0,https://dodo.ac/np/images/thumb/9/92/Bamboo_Speaker_NH_Icon.png/30px-Bamboo_Speaker_NH_Icon.png, Bamboo Speaker,3xBamboo Piece|1xIron Nugget, Snooty villager,Yes,Housewares,1230
0,https://dodo.ac/np/images/thumb/e/eb/Bamboo_Stool_NH_Icon.png/30px-Bamboo_Stool_NH_Icon.png, Bamboo Stool,5xBamboo Piece, Snooty villager,Yes,Housewares,800
0,https://dodo.ac/np/images/thumb/e/ee/Cherry-Blossom_Pond_Stone_NH_Icon.png/30px-Cherry-Blossom_Pond_Stone_NH_Icon.png, Cherry-Blossom Pond Stone,10xStone|3xCherry-Blossom Petal, Balloons (Cherry Blossom Festival),No,Housewares,2700
0,https://dodo.ac/np/images/thumb/3/34/Cherry-Blossom-Petal_Pile_NH_Icon.png/30px-Cherry-Blossom-Petal_Pile_NH_Icon.png, Cherry-Blossom-Petal Pile,5xCherry-Blossom Petal, Balloons (Cherry Blossom Festival),No,Housewares,2000
0,https://dodo.ac/np/images/thumb/d/d6/Cherry-Blossom_Branches_NH_Icon.png/30px-Cherry-Blossom_Branches_NH_Icon.png, Cherry-Blossom Branches,8xCherry-Blossom Petal|4xTree Branch|5xClay, Balloons (Cherry Blossom Festival),No,Housewares,4240
0,https://dodo.ac/np/images/thumb/2/26/Outdoor_Picnic_Set_NH_Icon.png/30px-Outdoor_Picnic_Set_NH_Icon.png, Outdoor Picnic Set,10xCherry-Blossom Petal, Isabelle| Balloons (Cherry Blossom Festival),No,Housewares,4000
0,https://dodo.ac/np/images/thumb/3/3b/Blossom-Viewing_Lantern_NH_Icon.png/30px-Blossom-Viewing_Lantern_NH_Icon.png, Blossom-Viewing Lantern,6xCherry-Blossom Petal|4xHardwood, Balloons (Cherry Blossom Festival),Yes,Housewares,2880
0,https://dodo.ac/np/images/thumb/d/d3/Shell_Bed_NH_Icon.png/30px-Shell_Bed_NH_Icon.png, Shell Bed,5xGiant Clam|3xClay|4xStone, Peppy villager,Yes,Housewares,10200
0,https://dodo.ac/np/images/thumb/2/2b/Shell_Partition_NH_Icon.png/30px-Shell_Partition_NH_Icon.png, Shell Partition,4xVenus Comb|4xConch, Sisterly villager,Yes,Housewares,8000
0,https://dodo.ac/np/images/thumb/d/dc/Shell_Stool_NH_Icon.png/30px-Shell_Stool_NH_Icon.png, Shell Stool,5xCowrie, Sisterly villager,Yes,Housewares,600
0,https://dodo.ac/np/images/thumb/e/eb/Shell_Table_NH_Icon.png/30px-Shell_Table_NH_Icon.png, Shell Table,7xSand Dollars|3xClay, Peppy villager,Yes,Housewares,2280
0,https://dodo.ac/np/images/thumb/1/17/Shell_Fountain_NH_Icon.png/30px-Shell_Fountain_NH_Icon.png, Shell Fountain,5xGiant Clam|3xStone, Lazy villager,Yes,Housewares,9450
0,https://dodo.ac/np/images/thumb/f/f9/Shell_Arch_NH_Icon.png/30px-Shell_Arch_NH_Icon.png, Shell Arch,3xSea Snail|3xVenus Comb|3xSand Dollars|3xCoral|3xGiant Clam|3xCowrie, Lazy villager,Yes,Housewares,12360
0,https://dodo.ac/np/images/thumb/9/9e/Pansy_Table_NH_Icon.png/30px-Pansy_Table_NH_Icon.png, Pansy Table,5xYellow Pansy|3xHardwood, Normal villager,Yes,Housewares,760
0,https://dodo.ac/np/images/thumb/a/a5/Tulip_Surprise_Box_NH_Icon.png/30px-Tulip_Surprise_Box_NH_Icon.png, Tulip Surprise Box,5xRed Tulip|3xSoftwood, Jock villager,Yes,Housewares,760
0,https://dodo.ac/np/images/thumb/6/66/Palm-Tree_Lamp_NH_Icon.png/30px-Palm-Tree_Lamp_NH_Icon.png, Palm-Tree Lamp,4xCoconut|4xWood|4xClay, Snooty villager,Yes,Housewares,3280
0,https://dodo.ac/np/images/thumb/f/f1/Lily_Record_Player_NH_Icon.png/30px-Lily_Record_Player_NH_Icon.png, Lily Record Player,5xWhite Lily|3xIron Nugget|3xWood, Cranky villager,Yes,Housewares,3010
0,https://dodo.ac/np/images/thumb/4/4f/Mum_Cushion_NH_Icon.png/30px-Mum_Cushion_NH_Icon.png, Mum Cushion,3xYellow Mum|10xClump of Weeds, Peppy villager,Yes,Housewares,440
0,https://dodo.ac/np/images/thumb/5/53/Rose_Bed_NH_Icon.png/30px-Rose_Bed_NH_Icon.png, Rose Bed,10xRed Rose|5xWood, Smug villager,Yes,Housewares,1400
0,https://dodo.ac/np/images/thumb/d/df/Bunny_Day_Stool_NH_Icon.png/30px-Bunny_Day_Stool_NH_Icon.png, Bunny Day Stool,3xWater Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,2400
0,https://dodo.ac/np/images/thumb/9/9a/Bunny_Day_Table_NH_Icon.png/30px-Bunny_Day_Table_NH_Icon.png, Bunny Day Table,4xEarth Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,1600
0,https://dodo.ac/np/images/thumb/e/ed/Bunny_Day_Wardrobe_NH_Icon.png/30px-Bunny_Day_Wardrobe_NH_Icon.png, Bunny Day Wardrobe,4xStone Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,1600
0,https://dodo.ac/np/images/thumb/9/95/Bunny_Day_Vanity_NH_Icon.png/30px-Bunny_Day_Vanity_NH_Icon.png, Bunny Day Vanity,4xLeaf Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,1600
0,https://dodo.ac/np/images/thumb/e/e0/Bunny_Day_Bed_NH_Icon.png/30px-Bunny_Day_Bed_NH_Icon.png, Bunny Day Bed,1xEarth Egg|1xStone Egg|1xLeaf Egg|1xWood Egg|1xSky Egg|1xWater Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,2400
0,https://dodo.ac/np/images/thumb/b/bf/Bunny_Day_Merry_Balloons_NH_Icon.png/30px-Bunny_Day_Merry_Balloons_NH_Icon.png, Bunny Day Merry Balloons,1xEarth Egg|1xLeaf Egg|1xSky Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,1200
0,https://dodo.ac/np/images/thumb/0/0b/Bunny_Day_Festive_Balloons_NH_Icon.png/30px-Bunny_Day_Festive_Balloons_NH_Icon.png, Bunny Day Festive Balloons,1xStone Egg|1xWood Egg|1xWater Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,1200
0,https://dodo.ac/np/images/thumb/8/89/Bunny_Day_Arch_NH_Icon.png/30px-Bunny_Day_Arch_NH_Icon.png, Bunny Day Arch,2xEarth Egg|2xStone Egg|2xLeaf Egg|2xWood Egg|2xSky Egg|2xWater Egg, Balloons (Bunny Day) Egg Message Bottle,No,Housewares,4800
0,https://dodo.ac/np/images/thumb/d/da/Leaf_Campfire_NH_Icon.png/30px-Leaf_Campfire_NH_Icon.png, Leaf Campfire,"3xPinecone|5xClump of Weeds|, 3xTree Branch", Balloons (Autumn),Yes,Housewares,1330
0,https://dodo.ac/np/images/thumb/7/73/Leaf_Stool_NH_Icon.png/30px-Leaf_Stool_NH_Icon.png, Leaf Stool,3xMaple Leaf|3xWood, Balloons (Maple Leaf Season),Yes,Housewares,1560
0,https://dodo.ac/np/images/thumb/6/65/Maple-Leaf_Pond_Stone_NH_Icon.png/30px-Maple-Leaf_Pond_Stone_NH_Icon.png, Maple-Leaf Pond Stone,10xStone|3xMaple Leaf, Balloons (Maple Leaf Season),No,Housewares,2700
0,https://dodo.ac/np/images/thumb/d/dd/Pile_Of_Leaves_NH_Icon.png/30px-Pile_Of_Leaves_NH_Icon.png, Pile of Leaves,3xPinecone|5xClump of Weeds, Balloons (Autumn),Yes,Housewares,1300
0,https://dodo.ac/np/images/thumb/2/25/Red-Leaf_Pile_NH_Icon.png/30px-Red-Leaf_Pile_NH_Icon.png, Red-Leaf Pile,3xMaple Leaf|4xClump of Weeds, Isabelle| Balloons (Maple Leaf Season),No,Housewares,1280
0,https://dodo.ac/np/images/thumb/f/f7/Yellow-Leaf_Pile_NH_Icon.png/30px-Yellow-Leaf_Pile_NH_Icon.png, Yellow-Leaf Pile,Acorn|5xClump of Weeds, Balloons (Autumn),No,Housewares,1300
0,https://dodo.ac/np/images/thumb/1/12/Tree%27s_Bounty_Arch_NH_Icon.png/30px-Tree%27s_Bounty_Arch_NH_Icon.png, Tree’s Bounty Arch,4xPinecone|5xAcorn|5xMaple Leaf|15xTree Branch, Balloons (Maple Leaf Season),Yes,Housewares,5750
0,https://dodo.ac/np/images/thumb/5/5a/Tree%27s_Bounty_Big_Tree_NH_Icon.png/30px-Tree%27s_Bounty_Big_Tree_NH_Icon.png, Tree’s Bounty Big Tree,5xPinecone|4xAcorn|4xMaple Leaf|8xTree Branch|4xClay, Balloons (Maple Leaf Season),Yes,Housewares,6080
